SR_NO,sentence_list,np_list,vp_list,ner_rich,label
263,To sum up this paper’s key points AI not something of the future it is real today and it fuels the fourth Industrial Revolution As you will see later in this paper there are many cases where AI is being successfully implemented and driving competitive advantage,7,1,1,TRAIN
264,Companies such as IBM Nvidia Twitter Delta Airlines Walmart Netflix Spotify and Kreditech show that their data driven approach produces extremely valuable business models,2,2,1,TRAIN
265,But for many companies failing to implement a data driven strategy can lead to lost market share,4,2,1,TRAIN
266,Properly implementing AI requires careful evaluation and planning You need to evaluate how AI can help solve your problems where your company is right now in terms of capabilities and what needs to be done before you can properly implement AI to address the problems you want to solve or the opportunities you want to take,7,6,1,TRAIN
267,There is no one magic algorithm that can solve all your problems Before implementing AI you should focus on the problems you have and how AI can help you solve them,5,0,0,TRAIN
268,Next you need to check whether the data you need to solve your problems is available,0,3,0,TRAIN
269,Often a hybrid between algorithms can be the right fit depending on the problems you want to solve,2,2,1,TRAIN
270,Supervised learning provides the most economic value Supervised learning is currently the most applied form of learning and provides the most value for a wide variety of applications,4,3,1,TRAIN
271,When beginning to implement AI in your enterprise you’ll likely be working with supervised learning,2,2,1,TRAIN
272,In the next section of this paper we’ll talk about how IBM can play a role in implementing AI within your organization,6,1,1,TRAIN
273,IBM not only has many years of experience with these types of projects but has also been a pioneer in the AI arena,1,2,1,TRAIN
274,Based on its experience and knowledge IBM can help companies of all sizes implement AI solutions,3,2,1,TRAIN
275,IBM Services 15 IBM Services IBM has the experience and knowledge to help guide your company through a business and technology transformation,7,2,1,TRAIN
276,IBM puts this into practice through the “garage” concept,4,1,1,TRAIN
277,The IBM Garage lets you experiment with big ideas acquire new expertise and build new enterprise grade solutions with modern and emerging technologies for immediate market impact,3,3,1,TRAIN
278,IBM looks at implementing AI in a holistic way,1,1,1,TRAIN
279,You as a client and IBM can enter into a strategic alliance to transform your business by creating a platform for continuous innovation,7,1,1,TRAIN
280,The IBM Garage lets you innovate and develop with the speed of a start up at the scale and rigor of an enterprise,3,2,1,TRAIN
281,It offers an innovation space where clients and IBM work side by side to create first of a kind strategies and solutions,2,1,1,TRAIN
282,You can then develop the expertise to transform the way you work,4,1,1,TRAIN
283,Figure 6 The IBM Garage for AI,1,0,0,TRAIN
284,The IBM Garage as the engine for a Cognitive Enterprise transformation Build and recruit capability key profiles roles competences responsibilities with the use of an AI Academy AI capability development Information technology supporting the AI infrastructure data and tools Technology Design and implement model to measure and develop performance Performance management Operating model integration for think transform and thrive Operating model Current state assessment moving to strategic direction and guiding principles,18,7,1,TRAIN
285,Implementation roadmap Ambition roadmap Change and integration management culture strategy alignment Change management communication Service line functional scope Geo BU process growth model country support Organization structure governance Design validate transform,17,1,1,TRAIN
286,Includes demand management prioritisation delivery methodology assurance and value management KPI definition Demand generation IBM Garage for AI 16 Beyond the hype A guide to understanding and successfully implementing artificial intelligence within your business Figure 7 The IBM stages of implementing AI,14,3,1,TRAIN
287,Plan on a page to start the journey with the IBM Garage for AI THINK Set ambition and organization Drive demand and innovate TRANSFORM Drive to production THRIVE Scale up The “Think” phase is a process dedicated to thinking experimenting and proving with the end user at the heart of your innovation,12,5,1,TRAIN
288,We start with ideas and get to working concepts fast incorporating feedback in real time,3,2,1,TRAIN
289,IBM helps you get prepared first in a fast pressure cooker environment,2,2,1,TRAIN
290,This helps you to kickstart your AI journey,1,2,1,TRAIN
291,IBM works with you to deliver an assessment of your current AI capabilities,0,2,0,TRAIN
292,In assessing your current AI capabilities IBM looks at many different aspects some of which are — Systems What does your innovation system look like,2,3,1,TRAIN
293,— People How skilled is your staff in AI,1,0,0,TRAIN
294,— Organization How do you position AI expertise in your organization,4,0,0,TRAIN
295,— Culture Do you operate in an agile fashion,3,0,0,TRAIN
